age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
71,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,2964,0,60,United-States
37,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
38,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States
61,Federal-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
33,Private,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,Philippines
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States
24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
26,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
40,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
49,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Greece
49,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
32,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
34,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States
56,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States
46,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States
69,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States
69,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
17,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Thailand
50,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States
61,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
33,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
50,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
59,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States
46,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,Haiti
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States
35,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,28,United-States
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
51,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States
50,Local-gov,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States
39,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,4650,0,44,United-States
50,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
54,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States
48,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
75,Private,5th-6th,3,Widowed,Other-service,Unmarried,Black,Male,0,0,10,United-States
56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,State-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
51,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
27,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States
40,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
65,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,12,United-States
30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States
17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
50,Federal-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
37,Local-gov,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States
19,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States
38,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
39,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
37,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
36,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
53,Self-emp-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico
43,Private,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
45,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1628,45,United-States
39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
45,Local-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States
36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
47,State-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States
25,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,United-States
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
29,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
38,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
36,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
44,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,42,United-States
33,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
43,Local-gov,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,0,0,40,United-States
41,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States
36,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
30,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
31,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
28,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,55,United-States
41,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
53,Private,12th,8,Divorced,Farming-fishing,Own-child,White,Male,0,0,40,United-States
40,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States
19,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States
35,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,3942,0,35,United-States
25,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
42,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States
40,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
21,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,64,United-States
53,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
27,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States
74,State-gov,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,16,United-States
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
24,Local-gov,11th,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States
17,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,India
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
35,Private,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
50,Self-emp-inc,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States
23,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,4,United-States
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
21,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
32,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States
36,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
80,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States
35,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Germany
37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
39,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
40,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States
21,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States
68,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
29,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,1138,40,United-States
39,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States
30,Private,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,42,United-States
60,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
20,Federal-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States
60,Private,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Puerto-Rico
52,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,35,United-States
45,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States
70,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
47,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,England
58,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States
40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
25,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
64,Private,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,35,United-States
22,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
40,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
42,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States
37,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
33,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
36,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
22,Federal-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
35,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,6849,0,40,United-States
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
36,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
52,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,5,United-States
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
33,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
25,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
61,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
31,Private,12th,8,Never-married,Sales,Not-in-family,White,Male,4650,0,50,United-States
37,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Other,Female,4101,0,35,United-States
54,State-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,3887,0,35,United-States
46,Without-pay,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States
24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Nicaragua
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
39,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala
19,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,United-States
43,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
64,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,Canada
23,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
54,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,Haiti
25,State-gov,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
42,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
31,State-gov,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States
64,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
70,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States
31,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
21,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Female,0,0,38,United-States
42,Private,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,38,United-States
48,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
29,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,3674,0,40,United-States
48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States
67,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
27,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,60,United-States
27,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
42,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,Canada
59,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39,Private,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,38,United-States
26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,40,United-States
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,15,United-States
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States
49,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,1755,45,United-States
60,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,El-Salvador
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
25,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
30,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,3103,0,55,United-States
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
27,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States
54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,Mexico
35,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States
25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,70,United-States
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
22,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico
38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States
47,Self-emp-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50,United-States
31,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,25,United-States
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
46,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1408,40,United-States
56,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,7688,0,45,United-States
48,Private,Bachelors,13,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States
30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
44,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
39,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
50,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,85,United-States
31,Private,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
26,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,50,United-States
57,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
